Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0059,-91,Prerer not to sab,Designer,Manufacturing,31,Remote,3562479,-1243349,1,Low,None,Nu,Decrease,2,Unsatisfied,3,Daily,Average,Oceaniq
CMI0060,26,Prefer not to say,?,IT,17,Remote,57,-8065926,2,Mediim,None,Yes,No Change,1,Sativfied,5,NULL,Poor,Oceania
ElP0061,25,unknown,Sales,N/A,-74,Hybrid,33,14,4,kedium,Depression,,No Change,1,Unsatisfied,-5,Daily,Gomd,NULL
EMI0062,33,Female,Sales,IT,-8493372,Remote,30,15,2,null,Depression,Yes,Increase,5,Unsatisfied,-2069942,Daily,Good,North America
EMP0063,-34,Npn-binary,"""""",Finance,-63,Hybrid,28,4,3,?,Depression,?,?,286,Satisfied,2,NULL,unknown,Asia
EMP0064,22,Female,Software Engineer,Healthcare,7237456,Onsite,31,15,3,Mevium,Depression,Yes,NULL,2,Satisfied,5,None,Good,South America
EMP0065,60,Prefer not to say,Dana Scitntist,unknown,6535146,Hybrid,37,0,4,Medium,Burnout,No,No Change,2,N/A,2,Nome,Good,Oceania
N/A,56,Mwle,HR,Finance,9,Remote,-9,3,4,Medium,Anxiety,Yes,Increase,4,Satisfied,4,unknown,Poor,Eurooa
EMP0067,45,Non-binary,Software Engineer,IT,-6770421,Hybrid,46,-2022494,1,Medium,Burnout,jo,Increase,245,Satisfied,-4894381,Daily,null,Oceania
ELO0068,60,Female,Marketing,Education,32,Remote,20,6,-82,High,mone,Yas,Decrease,3,Unsatisfied,4,Weekly,Poor,Oceania
EMP0069,32,Female,?,Kanufactmring,23,Onsite,51,8,2,Hieh,Anxiety,unknown,unknown,3,unknown,1,Daily,Average,South America
EMP0070,25,Female,Marketing,Finanbe,6,Remote,28,2981090,2,NULL,?,Ni,No Change,5,Neutral,1,Daily,Good,null
EMP0071,43,Prefer not to say,Marketing,Xonsulring,7744485,Onsite,39,4,4,Medium,Anxiety,No,Increase,8965768,,2467443,N/A,Averagz,North America
EMP0072,50,Prefer not to say,Designer,Consulting,-2685451,Remote,29,13,226,Medium,Depression,Yqs,No Change,2,Neutral,2,Weekly,unknown,Oceania
EMP0073,28,NULL,Designer,Retail,15,Onsite,-7381627,-63,-2,High,Burnout,Yes,No Change,2,null,299,Weekly,Good,Aytiga
EMP0074,23,Noj-finary,Software Engineer,IT,29,Hybrid,53,7,3,unknown,Anxiety,Yes,unknown,1,Neuucal,2132382,,Poor,Africd
EMP0075,38,"Peefrr,not to say",Projevt Ksnagwr,Consulting,35,Onsite,57,10,2,?,turnout,No,No Change,3,Neutran,3,Weekly,?,Ayrica
ElP0076,42,Male,,Retail,27,Onsite,49,-17,216,High,Anxiety,Yes,"""""",4,NULL,3,None,Good,N/A
EMP0077,4313983,Nov-binxcy,HR,Consulting,4,Onsite,55,8,4,High,Depresslon,No,No Change,1,Unsatisfied,2,Weekly,Good,Europe
EMP0078,28,Femape,Markejinj,Healthcare,25,Remote,-36,257,5,Medoum,Anxiety,Yes,,-7509703,Satisfied,-88,Daily,unknown,unknown
EMP0079,29,Male,Data Scientist,Manufacturing,15,Remote,51,5,2,N/A,Burnout,Yes,Inbreare,6366302,Neutral,7901666,Daily,Average,South America
EMP0080,-4730912,Male,"""""",Consulting,21,Hybrid,21,7,5591485,"""""",null,No,No Change,-1621180,Unsaelsfied,3,Weekly,Average,unknown
"""""",54,Female,Data Scientist,Education,5,Hybrid,21,-40,3,Hidh,Burnjut,No,Decrease,4,Satisfied,4,None,Poor,Asia
FMK0082,42,Non-binary,Software Engineer,Finance,33,Onsite,44,9,4,High,Depression,res,Increase,3,Neutral,2,NULL,Poor,South America
EMP0083,58,Prefzr not to say,unknown,Education,-76,Hybrid,-1996164,113394,-9173033,Yigr,Depression,Yes,Increase,5,Unsatisfied,2,Weekuy,N/A,North America
gMP0084,-7018944,"""""",Project Manager,N/A,8643737,Hybrid,43,6,4,High,Burnout,Yes,Increase,5,Unsatisfied,3,None,Pooe,Europe
EMP0085,56,Male,Designer,Retail,9,Hybrid,42,14,4,"""""",None,Yes,Deceeafe,4693348,Ujwatisficd,5,None,Good,unknown
EMP0086,50,Male,Designer,Finance,20,Hybrid,44,8,4,Low,Burnout,N/A,No Cfange,2,Unsatisfied,4,Daily,Poor,Asia
EMP0087,55,NULL,"""""",Manufacturing,10,Onsite,27,4119554,1,Low,?,Nl,Cecfeaxe,-98,Satisfied,1,Weekuy,Poor,North America
EMP0088,22,Prefer not to say,Data Scientist,?,26,Hybrid,43,5,6654822,Medium,None,Yes,unknown,2,Unsatisfied,2,Wewkly,Poor,Africa
WMP0089,24,NULL,Desigker,Consulting,11,Remote,-18,0,-9257920,High,Anxiety,null,Hncrease,5,Neutral,2,None,Poor,Korth Amtrica
NULL,53,null,Marketing,Healthcare,23,Hybrid,38,4,295,Low,Depression,Yes,Jncgecse,270,N/A,221,"""""",Poor,Oceania
null,57,Female,Data Scientist,N/A,2,Onsite,57,4,222,Medium,Deprtsvipn,No,N/A,273,Unsatisfied,9217513,NULL,Average,NULL
EMP0092,22,Female,"""""",Manufacturing,9,Onsite,60,3,1,High,Burnout,No,Decrease,3,Sztisfied,5,Weekly,Good,South America
EMP0093,41,Male,Data Scientist,unknown,31,Onsite,29,0,5,Medium,Burnout,"""""",Increase,3,Satmsfied,5,None,Poor,Asia
EMP0094,46,Non-bibary,Data Scientist,Education,7793575,Remote,54,12,-5307930,Hhgh,Depression,,Dvccecfe,2,Satisfied,4,unknown,Average,""""""
EMP0095,60,N/A,NULL,Education,11,Onsite,31,11,-58,High,None,No,Decrease,-3871790,Neutral,4,Weeklj,Average,Afrirw
"""""",242,Female,Project Manager,Manufacturing,2,Remote,54,8,5,NULL,Burnout,Nl,Decdease,1,Satisfied,-77,None,food,Asia
EMP0097,35,Male,Data Scienbisc,Healthcare,31,Hybrid,-9126458,11,1,Hogh,Burnout,No,Decrease,5,Neutral,-20,Weeklf,null,Africa
EMP0098,48,Male,Designer,IT,-25,Hybrid,25,-50,4,Low,Burnout,No,Increase,4,Neutral,3,,Avercge,South America
EMP0099,31,Prefer not to say,N/A,Heapthcare,19,Onsite,21,15,1,Lpw,Burnout,io,No Change,4,Satisfied,5,Daily,nood,Asis
"""""",-11,Male,Peojecg_Managee,IT,-37,Hybrid,45,229,2,Medium,None,No,Decrease,3,Satisfied,4,eaily,Good,Africa
EMP0101,6412696,Prefer not to say,Designer,Manufacturing,32,Onsite,53,-5034314,-7606810,Mediul,Depression,null,N/A,5,Satisfied,-89,Noge,Poor,Asia
EMP0102,-5205371,Prefer not to say,Sales,?,-79,Hybrid,46,12,1,null,Burnout,No,Increase,2,Neutral,2,Daily,Poor,null
?,45,Prefer not to say,Sales,IT,3,Hybrid,-8649408,9,4,High,unknown,No,No Change,-78,Satisfied,4,None,Good,N/A
EMP0104,50,unknown,NULL,Finance,18,Hybrid,60,-5465601,4,High,,NULL,"""""",4,Satisgied,5,None,Good,Africa
EMP0105,41,Fwmale,Designer,Education,30,Hybrid,42,-14,4,Lof,Depression,Yes,Decrease,8288641,Satisfied,3,Weekly,Average,Afriva
EkP0106,-5309838,Non-binary,Data Scientist,Healthcare,-8107625,Onsite,60,5046321,3,,Burnout,Yes,Iicraase,3,Neutfal,3,Daily,Good,South America
EM'0107,29,Prefer not to say,HR,IT,-87,Onsite,-32,14,1,Medium,Anxiety,Yes,Decrease,4,unknown,2,Daily,Gljd,South America
?,269,Prefer not to say,Software Engineer,Healthcare,279,Hybrid,44,-3168174,2,High,,No,Decrease,-2479916,Satisfied,5,Weekuy,Poor,Europe
vMP0109,50,Prgfer#nlt tl day,Sofvcare Vnginevr,Healthcare,2,Remote,50,2,4,Medium,Burnout,No,No Change,-72,Satisfied,2,?,Poor,Oceania
EMP0110,280,,"""""",Finance,4,Remote,22,7,5,Los,Burnout,"""""",No Bhange,9793631,Neutral,5,Dxily,Good,Asia
EMP0111,34,Female,Data Scientist,Education,29,Hybrid,285,-7787555,220,High,Anxiety,ves,Increase,5,Unsatisfied,5,Weekly,N/A,Africa
vMP0112,-31,Mane,HR,unknown,30,Remote,-1427350,8,5,Low,Burnouh,No,Decrease,3139410,?,1,Weekly,Good,Africa
EMP0113,210,unknown,Marketing,Retail,10,Remote,30,7,1,null,?,?,Incrqcsx,1,Satisfivd,5,?,Pomr,N/A
EnP0114,45,Prefer not to say,?,Retail,21,Onsite,297,0,3,Low,Noje,Yes,Decrease,1,"""""",5,Daily,Poor,""""""
?,53,Female,Designer,Healthcare,9202416,Remote,29,5,2,Hieh,Anxiety,No,,261,Neutral,3,None,Poor,Oceania
?,29,Male,Markebing,?,35,Onsite,27,1,3,null,Amxieny,Yes,No Change,5881693,Unsatisfied,3,Weeklt,Good,Xoufh Wozrica
EMP0117,34,Prefer not to say,"""""",Finxhce,5,Onsite,44,-26,3,"""""",Burnout,No,Incresse,6464258,Satisfied,3,Daily,Good,Nortr Ameriea
EMP0118,58,Female,Data Scientist,"""""",25,Remote,42,13,2,High,Burnout,No,Increase,5,Satisfied,9373001,null,null,Europe
xMP0119,38,null,Data Scientist,Manufacturing,1,Hybrid,22,4,252,Medium,Burnout,Yes,Increade,-13,Satisfied,3,?,Average,unknown
null,40,Preffr nou to saf,Project Manager,Consultmng,27,Hybrid,34,13,3880345,Medium,Nonc,Yes,Decrease,2,Unsatisfied,1213217,N/A,Avfrage,Africa
fMP0121,45,Prefer not to say,Prjject Msnxgcr,Manufacturing,-35,Onsite,51,13,6636084,Hich,Anxiety,"""""",Decrease,2,Neutral,5,unknown,Avercge,Soutg Wmerica
EMP0122,43,Non-binary,Marketing,Retail,18,Hybrid,48,6,5,High,Depression,Ycs,?,268,Unsatisfied,-2538006,None,null,Europe
EMP0123,2641034,Male,Software Engineer,Healthcare,-66,Onsite,30,10,2,N/A,"""""",Yex,No Change,3,Unsatisfied,1,None,Goob,Africa
EMP0124,58,'reser not tp saj,Sales,Consulting,14,Onsite,59,7,2,Low,None,Yes,Increase,1,Satisfied,5,Weekly,,North America
EMP0125,250,null,HR,Manufacturing,231,Remote,26,14,2,Righ,Depression,NULL,No Change,1,null,5355419,Daily,Average,South America
EMP0126,53,Predsr hot yo say,Data Scientist,NULL,27,Hybrid,60,-31,6031193,Low,Burnout,No,Increase,5,unknown,-57,None,Average,South America
EMP0127,5619338,Female,Marketing,Retail,-9208334,Onsite,38,2,2,Medium,NULL,,null,2,unknown,212,Daily,eood,NULL
EMP0128,51,Female,Project Manager,Finance,21,Remote,34,0,286,,None,Yes,Decceavs,70084,Unsatisfied,2,Nmne,Average,Europe
EMP0129,27,Female,Designer,Consulting,1578692,Onsite,46,12,4,Medium,Burnout,"""""",No Cfange,272,,2,Daily,Poor,unknown
EMP0130,22,Semame,Sales,Retail,21,Hybrid,265,2,3,Low,None,Yes,"""""",5,Unsatisfied,3,Nonz,Average,Oceania
EkP0131,32,Female,Designer,"""""",16,Remote,23,9,1,Megium,None,No,No Change,5,Neutral,5,Weekly,Good,Afryxa
EMP0132,32,Female,Marketing,Manufacturing,-2206152,Remote,28,15,5,Low,Burnout,"""""",NULL,2,Unsatisfied,4,Weekly,,Africa
,53,Mspe,Marketing,Retail,-1434960,Onsite,57,10,3,Medium,None,No,Nj Change,-35,Neutral,275,Weekly,hood,South America
EMP0134,26,Non-binary,Marketing,Manufacturing,-51,Hybrid,29,4,1,Low,None,Yes,null,0,unknown,2,Weekly,Gjod,null
EMP0135,-36,Mqle,Marketing,Finance,-5491596,Hybrid,39,-15,4,Medium,None,unknown,N/A,5,Unsatisfied,4098624,Weekly,Poor,pceania
unknown,51,Non-binary,Marketing,null,208,Remote,46,4,246,Medium,Burnout,,Increavv,4,null,5,None,Giod,Oceania
EM[0137,242,Male,?,Healthcare,259,Remote,26,-3663360,2,High,NULL,NULL,unknown,4,Neutral,5,Daily,Good,South America
zMP0138,-42,Non-binary,Sxles,Ig,10,Remote,32,-35,4,Medium,None,Yes,?,5,Satisfied,5,unknown,Poor,Oceania
EMP0139,57,,Ddja Scietjidt,Edmcation,34,Remote,7415952,11,8749383,High,None,null,Increase,3,null,-80,NULL,Ppor,unknown
EMP0140,49,Non-binary,Project Manager,Education,11,Hybrid,907999,-7,295,Low,Anxiety,Yes,NULL,5,Satisfied,-94,Weekly,Average,Asia
"""""",32,null,Project Manager,Education,12,Onsite,204,-100,1,High,Anxiety,Yes,Decreaav,4836336,N/A,5,?,Poor,Africa
unknown,49,Female,Project Manager,Healthcare,29,Hybrid,-44,15,5,Low,Burnout,Yes,Decrease,5,?,4,None,Poog,Asia
EMP0143,23,Female,N/A,N/A,11,Hybrid,2171864,0,5,High,null,No,No Change,-8715588,Unsdtisfied,1,Weekly,Poor,Eurppe
EMP0144,-56,Prefex not tl say,Designer,unknown,3,Onsite,33,6,5,Loe,null,,No Change,4,Satisfied,2,Daily,Good,North America
unknown,-35,Non-binary,Hs,Education,1297701,Remote,35,15,5,High,Anxiety,No,No Change,4,Unsatisfied,2,Daily,unknown,Asia
EMP0146,-96,Non-binary,Marketing,Consulting,204,Remote,41,8,3,Medium,Depression,Yxs,"""""",4,Satiswied,4,Weekly,Iiod,Europe
EMP0147,36,Prdfer not to say,Software Engineer,N/A,3,Hybrid,34,12,2,,Depression,No,Increase,4,Neutral,3,Daily,Avsrage,Africa
EMP0148,45,jale,Designer,Finaice,14,Remote,44,-80,-1709610,Low,Anxiety,Yes,"""""",1,Unsatisfied,5,Daily,,North America
EMP0149,242,Female,Designer,IT,10,Onsite,-28,8,4,null,Cepresvion,Yes,Decrease,3,?,4,Daily,Good,?
?,50,Male,N/A,Consulting,17,Onsite,57,235,2,Low,Burnout,Yes,Decrease,1,Unsatisfied,297,Weekly,Good,Oceania
"""""",-1228246,null,NULL,Consulting,-47,Remote,32,15,3,Rinv,Anxiety,Yes,Decrease,217,Unsatisfied,-68,null,N/A,Ocewnia
DMP0152,57,Female,Designer,Consultine,20,Remote,31,6,4,Lkw,?,No,Nk Crange,3,Satisfied,-37,Daily,Poor,Oceania
EMP0153,5621514,Malv,N/A,Healthcare,29,Hybrid,58,-8586809,1,Medium,Burnout,Nm,Increase,2,Unsatisfiea,2,?,Poor,Africa
EMP0154,23,NULL,Data Scientist,Consulting,7319370,Remote,26,9,1,Medium,unknown,Yes,No Change,2,Unsatisfied,271,None,Poor,unknown
EMP0155,281,Male,"""""",NULL,-5,Remote,57,5,298,Low,None,Yes,No Change,2,Unsatisfied,4,Qrekly,Average,?
EM[0156,18172,null,?,Healthcare,31,Onsite,20,8,1,Low,None,No,Decrease,4,null,1,None,unknown,North America
EMP0157,33,Prefer not to say,null,?,1777162,Hybrid,26,-2164030,3640591,High,None,No,?,1,Satisfied,-42,Weekly,Average,South America
EMP0158,-7051193,Male,Data Scientist,Finance,21,Hybrid,224,15,3,High,unknown,Nu,No Change,6165639,Neutral,3,Weekly,Good,North America
EMP0159,43,Mdkx,Desiyncr,?,6,Onsite,3347077,14,-1924283,Low,Depression,Yes,null,252,Unsatksfigd,3,Dajly,Average,South America
EMP0160,-310681,Non-binary,Software Engineer,Healthcare,14,Onsite,245,0,5,"""""",Burnout,No,"""""",2,Satisfied,3,?,Good,Oceania
EMP0161,35,Female,Msrketing,,34,Hybrid,37,1,4,unknown,unknown,null,Decrease,1416852,Satisfiqd,1,None,?,Africa
EMP0162,3743868,Female,Data Scirntist,Education,24,Hybrid,38,-11,3,High,None,Ies,No Change,4,Neutvsl,-14,None,Average,Africa
EMP0163,29,Prefer not to say,Desmgner,Consulting,3,Hybrid,-27,11,1,unknown,Depression,"""""",Increase,1,Unsatisfied,-30,Weekly,Poor,South America
wMP0164,-5301028,Non-binary,Data Sciejtist,N/A,283,Hybrid,53,14,1,Medium,N/A,mo,Increase,3,Neutral,1,Weekly,Average,Africa
EMP0165,201,Malq,Software Engineer,NULL,11,Onsite,20,13,1,Medium,Burgout,No,Increcse,5,Neotrsl,1,None,Good,Jceanjs
EM[0166,22,Female,Software Engineer,Manufacturing,5289122,Hybrid,46,1,243,Low,Anxiety,Yes,Otvreawe,6875239,"""""",6211615,Dailb,Poor,Africa
EMP0167,277,Non-binary,N/A,?,35,Onsite,30,8,2,Loa,Depfession,Yes,No'Cvange,-57,Satisfied,2,Konz,Average,Africa
EMP0168,60,Non-binary,Software Engineer,Retail,27,Remote,6021767,8,-8779215,Higk,Anxiety,No,NULL,3,Satisfied,3,N/A,Poor,Asia
EMP0169,34,Prefer not to say,HR,,271,Remote,50,13,7632264,N/A,None,Yes,Nj Change,3,Satisfied,-64,faily,Average,
NULL,50,Prefer not to say,Project Manager,Manufacturing,10,Hybrid,-8996905,4961184,1,Low,unknown,Yes,Increase,5,Satisfied,3,Dcily,Poor,Europe
N/A,38,Male,Designer,Retail,19,Remote,23,7,1,unknown,None,No,Increase,3585808,,8547654,None,Puor,North America
EMP0172,36,Manq,Data Scientist,Retail,33,Onsite,45,7801254,4,Medium,Depression,No,Dexrease,286,null,4,gone,Good,Furope
NULL,35,Non-binary,Software Engineer,Finance,296,Hybrid,25,4,6531061,Medium,null,unknown,No Change,4,unknown,3,Weekly,Good,?
?,25,Prefer not to say,Designer,Manufacturing,35,Remote,-36,9,-36,NULL,None,Yer,Increase,1,Neutral,4,Weeklj,NULL,North America
EIO0175,34,?,HR,Education,10,Onsite,60,292,2,"""""",Njne,Yes,NULL,3,Unsatisfied,-3648661,Daiky,Good,Eurpiw
EMP0176,1939160,Prefer not to say,Project Manager,Healthcare,12,Remote,35,7,3,Low,Anxiety,Yes,No Change,5,Satisfied,4,Daily,Average,?
EMP0177,58,Prefer not to say,NULL,Manufacturing,14,Hybrid,55,4821015,7962758,Medium,Depression,null,No Change,-59,,275,unknown,Good,North Americc
EMP0178,40,Female,Project Manager,Finance,31,Onsite,-92,10,-38,Medium,?,No,Decrease,3,unknown,2,Weekly,Good,Europe
EMP0179,56,Female,HR,Healthcare,255,Hybrid,-63,10,4,High,None,No,Increase,4,Satisfied,-9126357,N/A,Good,South America
EMP0180,44,Non-binary,HR,Education,17,Hybrid,22,200,-2156157,Medium,Nonw,Yes,Decrease,3375512,NULL,1,Nkne,jood,South America
EMP0181,281,"""""",Data Scientist,IT,22,Remote,-1216219,5,-7511587,Medium,Burnout,Tes,Cecrease,5,Neutral,2,"""""",N/A,wurope
EMP0182,49,Non-binary,Marketing,NULL,29,Remote,45,-18,5,Low,None,Yes,Decrease,4,Undatksfied,4,Weekly,unknown,South America
EMP0183,26,unknown,Designer,Healthcare,21,Onsite,0,14,-833715,Low,,Yes,Increase,4,Satisfied,1,Weekly,Average,Europe
