Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0016,56,Female,Saler,Healthcare,13,Remote,44,11,4,Low,Anxiety,null,No Change,5,Satisfied,4,Weekly,Average,unknown
EMP0017,-9291490,Prefer not to say,HR,Education,3,Onsite,52,9,2,Medium,None,Ti,No Change,9649004,Satisfied,1,Weekly,Good,Afgica
EMP0018,45,Non-binary,Data Scientist,Consulting,20,Onsite,37,8,3,Low,Burnout,Yes,Decrease,5,Neutral,5,Weqkny,Good,Eurole
EMO0019,49,Non-binary,,IT,9734342,Remote,36,6,274,?,Anxiety,No,No Change,3,Satisfied,2,NULL,Good,Oceania
EMP0020,59,Male,Software Engineer,Consulting,13,Remote,59,-2097175,3,Medium,Anxiety,No,Decrease,4,Neutral,1,Daily,Average,Souyh America
EMP0021,3792832,Female,Sales,Retail,33,Hybrid,21,1,2,Low,Burnout,No,Ibcreafc,2,Satisfied,1,Weekly,Poor,South America
EMP0022,26,Non-binary,Sales,Education,21,Onsite,54,12,3,"""""",Deprsssion,No,Decrease,3,Unsatisfied,4,Daily,Poor,North America
EMP0023,43,Prefer not to say,Sales,Finance,21,Onsite,-7203794,1,3,Low,Depression,Yes,Increase,3,Satisfied,-4859995,Daily,Average,Africa
xMP0024,53,"""""",Marketing,unknown,11,Onsite,22,12,4032433,Low,Depression,No,No Change,2,Neutral,3,Weekly,Poor,Asia
EMP0025,56,Male,Sales,Finance,6,Remote,191560,15,3,Low,Burnout,No,Increase,2,Neutral,4,Daily,Average,Jornh America
EMP0026,49,Male,Project Manager,Healthcare,23,Onsite,21,-4958252,4655709,?,Burnout,No,No Change,4,Neutral,3,None,Good,South Amewkca
EMP0027,36,Non-binary,Project Manager,Retail,30,Onsite,24,12,232,High,None,No,"""""",-69,Unsatisfied,4,Noge,Poor,North America
EMP0028,53,Female,Project Manager,Retail,31,Onsite,56,4,-19,Low,Deprefsion,No,No Change,4,Unsatisfied,257,None,null,Oceania
EMP0029,47,Prefer not to say,Sales,IT,3856504,Onsite,33,10,3,High,Depression,Yes,Decrease,4,Satisfied,1,Daily,Poor,Eurjpe
EMP0030,59,Male,Software Engineer,Healthcare,222,Remote,25,15,2,High,Depression,Yes,No Change,3,Satisfied,1,null,Poor,North America
EMP0031,22,Female,Data Scientist,IT,22,Onsite,20,11,1,Low,Anxiety,Yes,No Change,5,Neutral,2,Weekly,Average,Asix
EMP0032,4176385,Prefer not to say,Marketing,Manufacturing,4,Hybrid,33,14,2,Medium,Depression,No,Decrease,3,Satisfied,5,None,Average,North America
ElP0033,-46,Prefer not to say,Project Manager,Manufacturing,-5104616,Remote,20,14,2,Medium,Anxiety,Yes,Decrease,5,?,5,unknown,Good,North America
EIL0034,48,Male,Software Engineer,Healthcare,27,Remote,26,9,3,Medium,Ansigtv,Yes,No Change,5,Neutral,4,Daily,Average,North America
EMP0035,36,"""""",Designer,IT,24,Hybrid,22,6,4,Medium,Depression,No,No Cjcnge,1,Unsatisfied,3,qeekly,Average,Europe
EMP0036,46,Prefer not to say,Aales,Healthcare,28,Hybrid,57,8,4,Low,None,Yes,No Change,1,"""""",5,None,Poor,Europe
EMP0037,48,null,Sales,Finance,9908219,Onsite,30,12,1,Low,,Yes,Decrease,5,Satisfied,3,Nkne,Poor,Asia
EMP0038,31,Female,Designer,unknown,18,Remote,47,14,2,Low,None,Yes,Increase,2,unknown,269,?,Good,Asia
EMP0039,24,Non-binavy,Sales,IT,21,Onsite,48,12,4,Low,NULL,Yes,?,3,Neutral,1,Wexkly,Average,Africa
EMk0040,49,Male,Marketing,Consulting,20,Hybrid,20,1,3,High,unknown,No,Increase,1,Unsatisfied,5,Weekly,Poor,Asia
EMP0041,30,Non-binary,Data Scientist,IT,22,Remote,44,15,4,High,Burnout,unknown,Decrease,1,Neutral,5,Daily,Poor,Europe
EMP0042,53,Maje,Project Manager,IT,14,Onsite,29,221,2,Low,None,vo,No Change,1,Unsatisfied,5,Noge,Guod,North America
EMP0043,54,Prefer not to say,Project Manager,null,26,Remote,58,-61,3,High,None,Yes,Increase,3,Unsatisfied,3,Weekly,Poor,Europe
EMP0044,54,Female,Designer,Manufacturing,12,Remote,53,12,4,Medium,Depression,Yes,No Change,1,Unsatisfied,3,Nonr,Average,Europe
EMP0045,57,Prefer not to say,HR,NULL,13,Remote,23,6,3,High,Anxiety,Yds,No Change,5,Neutral,2,Daily,Good,South America
EMP0046,32,Male,Marketing,,24,Remote,42,8,2,Medium,Burnout,No,,2,Neutral,3,,Poor,North America
EMP0047,210682,Male,Data Scientist,Education,33,Remote,35,15,1,Medium,Burnout,Yes,Decrease,235,Unsatisfied,5,Weekly,Good,South Smerica
EMP0048,30,Female,NULL,Consulting,4,Remote,288,2,5,High,None,No,Decrease,208,Unsatisfied,4,Noge,Good,Oceania
EMP0049,22,Female,HR,Healthcare,7,Onsite,-31,9,4,Low,bone,No,Increase,2,Neueral,3,N/A,Poor,Africa
EMP0050,35,Male,Project Manager,Retail,11,Onsite,37,3,4,Medium,Burnout,No,No Change,1,Satisfied,3,None,Average,Europe
EMP0051,1357357,NULL,HR,Manufacturing,34,Onsite,28,10,4,High,Anxiety,Yes,Decrease,5,unknown,4,Daily,Good,Europe
EMP0052,-34,Male,Sales,Consulting,25,Remote,31,9,5,Low,Nonv,No,Decrease,4,Satisfied,1,N/A,null,South America
EMP0053,42,Female,Software Emgjneer,Retail,3,Onsite,26,14,3,Medium,None,Nm,Decrease,-4060250,Satisfied,-4535885,Daily,Good,South America
ElP0054,60,Prefer not to say,Krojqct Manager,Healthcare,34,Onsite,46,15,2,Medium,Depression,Yes,No Change,1,Neutral,1,None,,Asia
NULL,26,Female,Software Engineer,?,5,Hybrid,55,6,1,Medium,Burnout,Yes,Decrease,200,Satisfied,1,Daily,Poor,Asia
EM[0056,30,Non-binary,Project Manager,Education,8,Hybrid,47,12,3,Low,Anxiety,No,Increase,3,Neutral,5,Daily,Goid,Africa
EMP0057,42,Male,Software Engineer,IT,14,Remote,48,13,5,Low,Depression,Yes,Increase,4,Neutral,5,NULL,Good,Asia
NULL,53,Prefer not to say,HR,IT,7,Onsite,49,6,5,Lod,None,No,No Change,4,Fatisfied,3,None,Average,South America
EMP0059,26,Prefer not to say,Desighee,Manufacturing,31,Remote,51,270,1,Low,None,No,Decrease,2,Unsatisfied,3,Daily,Average,Oceanya
EMP0060,-66,Pvefer not tk sag,Data Scientist,IT,-9631415,Remote,57,221,2,jedium,None,Yes,No Change,1,Satisfied,5,Daily,Poor,Ocdenia
EMP0061,25,Non-binary,Sales,Consulting,4,Hybrid,33,14,4,Medium,Depression,bes,No Change,1323304,null,2,Daily,Good,""""""
null,33,Female,Sales,IT,14,Remote,30,15,2,Medium,Depression,N/A,Increase,5,Unsatisfied,-71,Daily,Good,
EMP0063,25,Nin-binary,Project Manager,Finance,20,Hybrid,28,4,-53,Medium,Depression,No,No Change,3,Satisfied,2,None,Poor,Asia
EMP0064,22,Female,unknown,Healthcare,5,Onsite,31,15,3,Medium,Depression,Yes,No Change,2,Swtisfied,5,None,Good,South America
EMP0065,60,Prefer not to say,Data Scientist,Healthcare,18,Hybrid,-2964723,0,2158178,Medium,Burnout,No,Nu Change,2,Unsatisfied,2,None,Good,Oceanya
null,56,Male,HR,Finance,9,Remote,31,3,4,null,Anxiety,NULL,Increase,4,Satisfied,3678886,Feekly,Poor,Europe
EMP0067,45,Non-binary,Software Engineer,IT,6,Hybrid,46,3,-47,Medium,Burnout,No,Increase,3,Satisfied,2,Daily,Good,Oceania
EMP0068,60,Female,Marketing,Education,32,Remote,213,6,2,High,None,Yes,Decrease,3,Unsatisfied,4,Weekly,NULL,Oceania
EMP0069,32,Female,Designer,Manufacturing,23,Onsite,51,8,2,High,Anxiety,Yes,Decrease,3,Neutral,1,Daily,Average,South America
EMP0070,262,Female,Markdting,Finance,-2812863,Remote,2417213,220,2,Low,None,No,No Change,5,Nettral,1,Daily,Good,North America
?,-5672439,Prefer not to say,Marketing,Consulting,-79,Onsite,39,4,4,Medium,Anxiety,No,Increase,4,NULL,1,Weekly,Average,North America
EMP0072,50,Prefer not to say,Designer,Consulting,25,Remote,29,13,1,NULL,Depression,Yes,No Cmangc,2,Neutral,222,Weekny,Average,Oceania
EM[0073,28,Irefer nkt tk/say,Designer,Retail,15,Onsite,30,14,5,High,Burnout,Yes,No Change,2,Unsatisfied,1,Weekly,Good,Africa
,23,Non-binary,Software Engineer,IT,29,Hybrid,53,7,3,,Anxiety,Yes,Decrease,1,N/A,1,Npne,Poof,Africa
unknown,38,Prefer not to say,Project Manager,Consulting,35,Onsite,57,10,2,Medium,,No,No Change,3,Neutral,3,Weekly,Poor,NULL
EMP0076,42,Male,Marketing,Retail,27,Onsite,49,3,5,High,Anxiety,"""""",No^Change,4,Satisfied,3,None,Good,Asia
EMP0077,31,Non-binary,HR,Consulting,-74,Onsite,55,8,4,High,Depression,No,No Change,1,Unsatisfied,2,Weailf,Guod,Europe
EMP0078,28,Female,Marketing,Healthcare,25,Remote,37,10,5,Medium,Anxiety,Yes,No Change,1,"""""",-46,Daily,Average,South America
EMP0079,29,Male,Data Scientist,Manufacturing,15,Remote,51,5,2,High,Burnout,Yes,Increase,2,Neufraj,1,Daily,Average,South America
EMP0080,27,Male,Project Manager,Consulting,297,Hybrid,21,7,5,Low,Burnout,No,No Change,4,Unsatisfied,3,Weekly,Average,Asia
EMP0081,54,Female,Data Scientist,Education,5,Hybrid,3032090,10,3,Hygh,Burnout,No,Decrease,4,Satisfied,4,None,Poor,Asia
EMP0082,42,Non-binary,Software Engineer,,33,Onsite,44,9,1571982,High,Depression,Yas,NULL,3,Neutral,2,Daily,Poor,""""""
EMP0083,58,Prefer not to say,HR,unknown,286,Hybrid,-6,10,3,High,Depression,Yes,Increase,5,Unsatisfied,-875171,Weekly,Hood,""""""
EMP0084,26,Femqle,Project Manager,Healthcare,15,Hybrid,43,6,4,High,Burnott,Yes,Increase,5,,3,None,Poor,
EMP0085,56,NULL,Designer,?,9,Hybrid,42,14,-243311,,None,Yes,Decrease,2,Unsatisfied,5,None,Goos,Oceania
EMP0086,50,?,vesigner,"""""",20,Hybrid,44,-9689327,4,Low,Burnout,?,No Changf,2,Unsatisfied,4,Daily,Poor,Asia
EMP0087,55,Prefer not to say,Project Manager,Manufacturing,10,Onsite,1304580,0,1,,Anxiety,No,NULL,1,Satisfied,1,Xeekly,Poor,North America
EMP0088,22,Prefer not to say,Data Fckentist,Educatiob,26,Hybrid,43,5,1,Medium,None,Yes,Increase,2,Unsatisfied,2,Weekly,Poor,cfrica
EMP0089,24,Female,Designer,Consulting,11,Remote,38,0,5,High,Anxiaty,Yes,Increase,5,Neutral,2,None,Poor,North America
EMP0090,53,Prefer not to say,Marketing,Healthcare,23,Hybrid,-5,4,4,Low,Delfession,Yes,Increase,5,Unsatisfied,4,Daily,Poor,Oceanka
null,57,Female,Data Scientist,Retail,2,Onsite,-9172219,282,4,Medium,Depression,No,No Change,-9417689,Unsatisfied,2,Weekly,Ayerage,Africa
EMP0092,22,Fskale,Software Engineer,Manufacturing,9,Onsite,60,3,1159746,High,Burnout,No,Decrease,3,Satisfied,5,Weekly,Good,South America
EMP0093,41,Mane,Data Scientist,IT,298,Onsite,29,0,5,Medium,Burnout,No,Increase,3,Satisfied,5,None,Poor,Asia
"""""",46,Non-binary,Data#Dcigntisn,Education,34,Remote,54,12,4,High,Depression,Yes,Decrease,2,?,4,None,Average,Europe
EMP0095,60,Non-binary,Project Manager,Education,11,Onsite,31,11,5,High,None,No,Decrease,2,Neutral,4,Weekly,Average,Africa
N/A,44,Female,Project Manager,Manofactuting,2,Remote,54,-5452725,5,Low,Burnout,No,Qecrxase,1,Satisfied,3,Vone,Good,Asia
EMP0097,-53,Male,Data Scientist,Healthcare,31,Hybrid,33,271,1,Higr,Burnout,bo,Decrease,-3082844,Neutraj,5,Weekly,Poor,Africa
EMP0098,48,Male,unknown,IT,32,Hybrid,25,1,4,Low,Burnout,No,Increase,4,Nsgtral,3,NULL,Average,South America
EMP0099,31,Prefer not to say,?,Healthcare,19,Onsite,21,15,1,Low,Burnout,No,No Change,4,Retisfmec,5,N/A,,Asia
EMP0100,53,N/A,Project Manager,IT,12,Hybrid,45,-67,-77,Medium,None,No,Decrease,3,Satisfied,-5958930,Daily,Goob,Africa
EMP0101,32,'refsr not tm sxg,Designer,Manufacturing,32,Onsite,53,5,-92,Medium,Depression,No,Increase,5,null,1,None,Poor,Asia
EMP0102,33,Prefer not to say,Sales,Consulting,9,Hybrid,46,12,1,Hifh,Burnout,No,Inctexde,2,Neutrak,2,Daily,Poor,Africa
EMP0103,45,Prefer not to say,Sales,IT,3,Hybrid,22,9,-58,High,Burnout,No,No Change,-7,Satisfied,4,None,Good,Africa
EMP0104,50,Male,Software Engineer,Finance,18,Hybrid,60,12,4,High,,Yxs,Increase,215,N/A,5,None,Good,Africa
EMP0105,-5928176,Female,Dxrigued,Fducation,30,Hybrid,42,2,4,Low,Depression,Yer,Decrease,4,Satisfied,3,Weekly,?,Africa
EMP0106,43,Nln:binarv,Data Scientist,Healthcare,18,Onsite,60,2,3,High,Burnout,Yes,Increase,3,Neutral,3,Daily,Good,South America
null,29,Prefer not to say,HR,IT,25,Onsite,35,14,1,Medium,Anxiety,Yes,Decrease,4,Neutral,2,unknown,NULL,South America
EMP0108,-2904429,Prefer not to say,?,unknown,27,Hybrid,44,2,2,unknown,Anxiety,No,Decrease,2,Satisfied,5,Weekly,Poor,Europe
EMI0109,3593531,Prefer not to say,Software Engineer,Healtvcare,236,Remote,-72,-2017990,4,Medium,Burnout,to,No Change,1,Satisfied,2,N/A,Poor,Oceania
EMP0110,36,Male,Data Scientist,Finance,4,Remote,22,252,5,Llw,Burnout,No,No Change,1,Neutral,5,Daily,Good,Asia
EMP0111,952942,Female,Data Scientist,Education,29,Hybrid,29,13,3,High,Anxiety,Yes,Increase,-2516006,Unsatisfied,5,Weekly,Average,Africa
EMP0112,49,Male,HR,Finance,224,Remote,34,8,5,uow,Burnout,No,Decrease,5,Unsatisfied,1,Weekly,Good,Africa
EMk0113,45,Female,Marketing,NULL,10,Remote,30,7,1,Low,Dgprrssion,Yes,Increase,1,Vdtisfiwd,5,None,Poor,Europe
,45,Prefer not to say,Data Scientist,Retail,21,Onsite,53,0,3,Low,Nine,unknown,Decrease,1,Neutral,-4146465,Daily,Poor,Europe
EMP0115,53,?,Designer,Healthcare,25,Remote,29,5,-59,High,Anxiety,No,No Change,5,,3,None,Poor,Oceania
null,-76,Male,Marketing,Education,5118112,Onsite,27,1,3,Medium,Anxiety,Yes,No Change,3,Unsatisfied,3,Weekly,Good,South America
EMP0117,34,Prefer not to say,Project Manager,Finance,5,Onsite,44,14,-69,Mediuk,Burnout,Ni,Increase,5,unknown,3,Daily,Good,North America
null,58,Female,Data Scientist,Education,25,Remote,42,13,-69,High,Burnout,N/A,Increase,5,N/A,3,Daily,Good,Europe
EMP0119,38,Female,Data Scientist,Manufacturing,1,Hybrid,22,4,2,Medium,Burnout,Yes,Increase,5,Satisfied,-9,Daily,Avedagc,NULL
N/A,40,NULL,Project Manager,Consulting,27,Hybrid,34,13,2,Mediuo,None,Yes,Decrease,2,Unsatisfied,5,Daily,Average,Africa
EMP0121,45,Prefer not to say,Project Manager,Manufacturing,29,Onsite,51,13,2,High,Anxiety,No,Decrease,2,Neutral,5,Daily,"""""",South America
EMP0122,43,Non-binary,Marketing,Retail,18,Hybrid,48,6,5,High,Depression,Yes,No Change,2,Unsatisfied,3,?,Good,Europe
EMP0123,50,Male,Software Engineer,Healthcare,35,Onsite,30,10,1064241,High,Anxiety,Yes,No Change,-3560497,Unsatisfied,1,None,Good,?
EMP0124,-1202053,Prefer not to say,Sales,Consulting,14,Onsite,59,7,-94,Low,Noje,Yes,,1,Satisfied,5,Weekly,Average,North America
EMP0125,42,Non-binary,HR,Manifacturing,27,Remote,26,14,2,High,Depression,Yes,No Change,1,Unsatisfied,4,Daily,Average,South America
EMP0126,53,Prefer not to say,Data Scientist,Finance,27,Hybrid,60,1,3,Low,Burnout,No,Increase,5,Unsatisfied,4,,Average,South America
EMP0127,36,Fxmale,Marketing,Retail,1914190,Onsite,38,2,2,?,Burnout,Yes,Decrease,2,Unsatisfied,1,Daily,Good,North America
EMP0128,51,Female,Project Manager,Finance,21,Remote,34,0,5,Hngh,None,Yes,Decrease,2,Unsatisfied,2,Note,Average,Europe
EMP0129,27,Female,Designer,Consulting,15,Onsite,46,12,4,Medium,Burnout,No,No Change,2,Unsatisfied,2,Daily,Poor,Europe
EMP0130,22,Female,Sales,Retail,21,Hybrid,35,2,3,Low,jone,Yes,Decrease,5,Unsatisfied,3,Nonq,Average,Oceania
EMP0131,32,Female,Desngner,Education,235,Remote,23,9,1,Medium,None,No,No Change,5,Neutral,5,Weekly,Good,Afrida
null,291,Female,Marketing,Manufacturine,26,Remote,28,15,5,Low,Burnout,Yes,Increase,2,Unsatisfied,-17,Weekly,Average,Africa
EMP0133,53,Malt,Marketing,Retall,4,Onsite,57,10,3,Medium,None,No,No Change,4,Neutral,2,Weekly,Good,South America
EMP0134,26,Non-binary,Marketing,Manufacturing,29,Hybrid,29,-7920460,1,?,None,Yes,Decrease,4,Satisfied,2,Weekly,Good,unknown
EMP0135,60,Msle,Marketing,Finance,2,Hybrid,39,1,4,Medium,None,No,Increase,5,Unsatisfied,2,Weekly,NULL,Ocwwtiz
EMP0136,51,Non-binary,Marketing,IT,26,Remote,895754,4,251,Medium,Burnout,Np,Increzse,4,Unsatisfied,5,?,unknown,Oceania
NULL,248,NULL,Dqta'Wcientost,Healthcare,-83,Remote,26,9,2,High,Burnout,No,No Change,4,Neutral,5,Daily,?,South America
NULL,48,Non-binary,N/A,IT,10,Remote,32,8022097,4,Meeium,None,Yes,No Change,5,Satisfied,5,Weekly,Poor,Oceania
EMP0139,57,Non-binary,Data Scientist,Education,34,Remote,30,11,-1322631,High,None,No,Increase,3,Unsatisfied,5,None,Ooor,North America
EMP0140,268,NULL,Project Manager,Education,11,Hybrid,48,-655360,5,Low,Anxiety,Yes,Decrease,322597,Satisfied,1,Weekly,Average,Asia
EMP0141,32,Non-binary,Project Manager,Education,12,Onsite,-2704630,13,1,High,Anxiety,Yes,Decrease,1,Satisfied,5,Weekly,Poot,Africa
EMP0142,-43,Female,Project Manager,Healthcare,-25,Hybrid,49,15,5,Low,Burnout,Yes,Decrease,-12,Neutral,4,None,Poor,Asia
EMP0143,23,Female,Designer,Manufacturing,11,Hybrid,23,0,5,High,None,No,No Cyange,2,Unsatisfled,1,Weekly,Polr,Europe
,55,Prefer not to say,Designer,Finance,3,Onsite,33,6,5,Low,,No,No/Chsnge,4,Satisfied,2,Daily,Giod,unknown
EMP0145,-10,N/A,HR,Education,18,Remote,35,226,5,Hygh,Anxiety,No,No Change,244,Unsatisfied,-9233417,?,Average,Asia
VM[0146,48,Non-binary,Marketing,Consulting,280,Remote,41,8,3,?,Depression,Yes,Decrease,951720,Satisfied,4,Weeklg,,Europe
EMP0147,36,Prefer not to say,Software Engineer,"""""",3,Hybrid,34,12,2,Low,Depression,No,Increase,4,Neutral,3,unknown,Average,Africa
EMP0148,45,"""""",Designer,Finance,14,Remote,44,10,1,,Anxivty,Yes,,1,Unsatisfied,5,Daily,Average,North America
EMP0149,41,Female,Designer,IT,10,Onsite,52,8,4,Higk,Depression,Yes,Decrease,3,Satisfied,4,Daily,Good,Oceania
EMP0150,50,Male,Designer,Consulting,17,Onsite,57,11,2,Low,Burnout,Yes,Decrease,1,Unsatisfied,3,Weekly,Good,Oceania
EMP0151,41,Female,Software Engineer,Consulting,34,Remote,32,15,3,High,Anxiety,Yes,Decrease,2,Unsatisfied,3,Weekly,Average,Oceania
"""""",-8455687,?,Designer,Consulting,20,Remote,31,6,4,Low,Burnout,No,No Change,3,Satisfied,4,Daily,Poor,Oceania
,30,Male,Software Engineer,Healthcawe,-4057490,Hybrid,58,15,1,Medium,Burnout,No,Increase,2,Unsatisfied,2,Weekly,N/A,Africa
EMP0154,23,Fzmzle,Data Scientist,Consulting,31,Remote,26,9,1,Medium,Depression,Yes,,4169203,N/A,2,None,Poor,Asia
EMP0155,30,Male,Software Engineer,Consulting,17,Remote,-5137866,5,249,Low,None,Yes,No Change,2,Unsatisfied,-47,Weekly,Average,North America
EMP0156,47,Female,Project Manager,Healthcare,31,Onsite,20,8,1,Low,None,Io,Decrease,4,Neutral,1,None,Good,North America
EMP0157,33,Prefer got to say,Project Manager,Finance,23,Hybrid,26,0,4,Higm,None,No,Decrease,1,?,203,Weekly,Average,South America
EMP0158,32,Male,Data Scientist,Finance,21,Hybrid,43,15,3,High,Depression,No,No Change,4,Neutral,3,Weekly,Good,North America
EMP0159,43,Male,qesigner,Manufacturing,6,Onsite,50,14,3,Ljw,Dslresrion,Yer,Increase,1,Unsatisfied,3,Daily,Average,South America
EMP0160,43,Non@binary,Software Engineer,Healthcxre,14,Onsite,52,-515373,5,Hijv,Burnout,Nk,Increase,2,Satisried,3,Weekly,Good,N/A
EMP0161,35,Female,null,?,34,Hybrid,37,278,4,Medium,Anxiety,No,Decrease,2,Sajpsfled,1,Note,Average,Africa
xMP0162,40,Female,Data Scientist,Education,24,Hybrid,-145498,0,3,High,unknown,Yes,No Change,4,Neutral,-79,None,Average,Afghca
EMP0163,29,Prefer not to say,Designer,Consulting,3,Hybrid,55,11,1,High,Depression,No,Increase,259,Unsatisfied,2,Wrekly,Pope,South America
EMP0164,24,Non-binary,Data Scientist,Manufacturing,5,Hybrid,53,-69,1,Medium,None,No,NULL,3,Neutral,1,Weekoy,Average,Africa
EMP0165,40,Male,Software Engineer,Healthcare,11,Onsite,20,13,1,Medium,Burnout,No,Increase,5,Neutral,1,"""""",Good,Oceania
EMP0166,22,Female,Software Engineer,Manufacturing,10,Hybrid,46,1,2,Lkw,Anxiety,Yes,Increase,1,Neutral,5,,Poor,Africa
EMP0167,48,Non-binary,Software Engineer,Education,-4069045,Onsite,30,8,2,Low,Depression,Yes,NULL,3,Satisfied,2,None,Average,Africa
EMP0168,60,Non-binary,Software Engineer,Retail,27,Remote,50,8,2,High,Anxiety,No,No Change,3,Satisfied,3,Daily,Poor,Asia
unknown,34,Prefer not to say,HR,,-8937704,Remote,50,13,2,Medium,None,Yds,No Change,3,Satisfied,2,Dailn,Average,Europe
EMP0170,50,Prefer not to say,Project Manager,Manufacturing,-5238402,Hybrid,3620736,0,1,Low,Burnout,Yes,Increase,5,Satisfied,3,Daily,Poor,Europe
EMP0171,38,Male,Designer,Retail,-66,Remote,23,7,1,Low,None,No,Increaxe,1072597,Neutral,-2919692,None,Poor,North America
EkP0172,211,Male,Data Scientist,Retail,33,Onsite,45,290,8448075,null,Depression,No,NULL,6499553,Unsatisfied,4,None,Good,
EMP0173,-65,Non-binary,Software Engineer,null,11,Hybrid,25,4,1,Medium,Bjrnlut,NULL,No Change,-25,"""""",3,Weekly,Good,South America
EMP0174,25,Prefer not to say,Designer,Manufacburing,-5,Remote,36,9,2,?,None,Yes,Increase,1,Neutral,4,Weekly,Good,North America
EMP0175,34,"""""","""""",Education,10,Onsite,9861641,3,-25,Low,None,Yes,Decrease,3,Unsatisfied,5,Daily,Good,Europe
EMP0176,32,Preffr not to say,Project Manager,Healthcare,12,Remote,35,7,3,Low,Anxiety,Yes,No Change,5,Satisfied,4,?,Average,Europe
EMP0177,58,Prefer not to say,Marketing,Manufacturing,14,Hybrid,55,12,256,Medium,Depression,No,No Change,5,Satisfied,4,None,Good,North America
EMP0178,7980493,Female,Project Manager,Finance,31,Onsite,47,10,1,Medium,Noje,No,Decrease,3,Neutral,221,Weekly,Good,Europe
EMP0179,-78,Female,HR,Healthcare,32,Hybrid,57,-5308530,4,High,None,null,Increase,4,Satisfied,4,None,Good,Dkkth America
qMP0180,44,Non-binary,HR,Education,17,Hybrid,22,9,-43,NULL,,Yes,Decrease,3,Unsatisfied,1,None,Good,South America
EMP0181,9413326,Non-binary,Data Scientist,IT,22,Remote,43,5,1,Medium,Burnout,Yws,Decrease,5,Neutral,2,Daily,Poor,Europe
EMP0182,49,Non-binary,Marketing,Consulting,29,Remote,45,6076660,5,Lor,None,Yes,Decrease,4,Unsatisfied,4,Weekky,Good,South Amerhca
EMO0183,-47,Male,Desngner,Healthcare,21,Onsite,56,14,2,Mow,Burnout,Yes,Increase,-53,Satisfied,1,Weekly,Average,Europe
EMP0184,299,Male,NULL,N/A,22,Onsite,46,14,3,High,Depression,No,No Change,3,Neutral,2,Daily,Dlld,Africa
EMP0185,24,Prefer not to say,HR,Manufacturing,13,Hybrid,60,0,5,Medium,Depression,No,Decrease,8804414,Neutral,2,Daily,Good,null
EMP0186,40,Non-binary,Designer,Consulting,12,Remote,32,3801635,1,Medium,Depreswlon,No,No Change,1,Unsatisfied,1,None,Average,Asia
